,share_name_index,contry,Industry,Market_Cap,P_E,Avg_Volume,EPS_this_Y,EPS_next_Y,rating,Global_Company_Size,Founded,Revenue,Recommend_to_friend,Approve_of_CEO
2130,EQT [NYSE],USA,Oil & Gas E&P,5.28B,-1,4.50M,22.50%,13.85%,4.1,501 to 1000 Employees,1888,$1 to $2 billion (USD),84,92
2135,ERF [NYSE],Canada,Oil & Gas E&P,1.70B,-1,1.79M,-269.60%,35.09%,3.9,201 to 500 Employees,1986,$1 to $2 billion (USD),69,75
2138,ERIE [NASD],USA,Insurance Brokers,8.74B,-1,73.32K,-7.40%,7.97%,4.2,5001 to 10000 Employees,1925,$5 to $10 billion (USD),83,93
2139,ERII [NASD],USA,Pollution & Treatment Controls,1.15B,-1,495.80K,139.40%,79.07%,3.4,51 to 200 Employees,1992,$25 to $50 million (USD),51,83
2140,ERJ [NYSE],Brazil,Aerospace & Defense,2.81B,-1,3.47M,-174.50%,137.70%,3.9,10000+ Employees,1969,$10+ billion (USD),80,59
2147,"ES [NYSE, S&P 500]",USA,Utilities - Regulated Electric,27.55B,-1,1.55M,26.00%,6.45%,4.2,5001 to 10000 Employees,1966,$100 to $500 million (USD),91,95
2149,ESBK [NASD],USA,Banks - Regional,50.04M,-1,3.19K,848.96%,0.00%,4,51 to 200 Employees,1869,$25 to $50 million (USD),69,100
2151,ESE [NYSE],USA,Scientific & Technical Instruments,2.31B,-1,121.26K,-67.20%,22.95%,2.7,1001 to 5000 Employees,1990,$500 million to $1 billion (USD),36,50
2152,ESEA [NASD],Greece,Marine Shipping,160.93M,87.81,157.41K,148.10%,57.13%,5,201 to 500 Employees,1996,$50 to $100 million (USD),100,100
2157,ESGR [NASD],Bermuda,Insurance - Diversified,5.16B,-1,39.19K,90.00%,20.00%,3.4,1001 to 5000 Employees,1996,$1 to $2 billion (USD),76,91
2160,ESI [NYSE],USA,Specialty Chemicals,5.54B,38.12,1.58M,1.30%,8.09%,3.9,1001 to 5000 Employees,1996,$100 to $500 million (USD),80,100
2161,ESLT [NASD],Israel,Aerospace & Defense,5.70B,15.72,25.51K,3.40%,14.34%,3.7,10000+ Employees,1967,$2 to $5 billion (USD),73,94
2163,ESNT [NYSE],Bermuda,Mortgage Finance,5.03B,16,873.10K,848.96%,17.75%,4.8,201 to 500 Employees,1996,$100 to $500 million (USD),100,100
2164,ESP [AMEX],USA,Electrical Equipment & Parts,40.23M,-1,7.44K,-50.50%,0.00%,3.7,51 to 200 Employees,1928,$25 to $50 million (USD),63,63
2166,ESPR [NASD],USA,Biotechnology,670.65M,12.52,653.12K,-45.70%,50.60%,3.6,501 to 1000 Employees,2008,Less than $1 million (USD),68,67
2167,ESQ [NASD],USA,Banks - Regional,186.44M,7.33,20.04K,-9.10%,22.32%,4.2,1 to 50 Employees,1996,$5 to $10 million (USD),100,100
2168,ESRT [NYSE],USA,REIT - Diversified,2.09B,-1,1.47M,-134.60%,245.45%,3.2,501 to 1000 Employees,2013,$100 to $500 million (USD),55,60
2169,"ESS [NYSE, S&P 500]",USA,REIT - Residential,19.57B,-1,363.61K,30.20%,-19.97%,4.4,1001 to 5000 Employees,1971,$100 to $500 million (USD),88,95
2170,ESSA [NASD],USA,Banks - Regional,170.34M,9.85,28.87K,18.50%,0.64%,3,201 to 500 Employees,1996,$50 to $100 million (USD),59,68
2171,ESTA [NASD],Costa Rica,Medical Devices,1.85B,10.19,95.94K,12.00%,29.20%,3.4,201 to 500 Employees,2009,$50 to $100 million (USD),83,100
2172,ESTC [NYSE],USA,Software - Application,12.77B,-1,1.05M,-13.80%,73.10%,4.3,1001 to 5000 Employees,2012,$100 to $500 million (USD),86,90
2173,ESTE [NYSE],USA,Oil & Gas E&P,836.14M,-1,298.10K,-10.90%,82.43%,2,1 to 50 Employees,1996,$25 to $50 million (USD),0,0
2175,ET [NYSE],USA,Oil & Gas Midstream,27.92B,-1,18.31M,-118.00%,80.10%,3.8,10000+ Employees,1995,$10+ billion (USD),78,85
2180,ETH [NYSE],USA,"Furnishings, Fixtures & Appliances",635.99M,22.15,409.67K,-64.50%,13.53%,3,1001 to 5000 Employees,1932,$500 million to $1 billion (USD),45,59
2183,"ETN [NYSE, S&P 500]",Ireland,Specialty Industrial Machinery,55.57B,-1,1.97M,-33.60%,10.97%,3.8,10000+ Employees,1911,$10+ billion (USD),76,87
2186,ETON [NASD],USA,Biotechnology,138.56M,39.1,547.91K,500.20%,3.92%,5,1 to 50 Employees,1996,$100 to $500 million (USD),100,100
2187,"ETR [NYSE, S&P 500]",USA,Utilities - Diversified,20.69B,20.21,1.11M,9.60%,6.30%,3.9,10000+ Employees,1992,$10+ billion (USD),71,89
2188,ETRN [NYSE],USA,Oil & Gas Midstream,3.80B,-1,4.33M,232.50%,35.81%,3.4,501 to 1000 Employees,2018,$1 to $2 billion (USD),53,77
2189,"ETSY [NASD, S&P 500]",USA,Internet Retail,21.76B,-1,3.07M,255.00%,22.74%,4.4,1001 to 5000 Employees,2005,$1 to $2 billion (USD),86,96
2190,ETTX [NASD],USA,Biotechnology,97.11M,-1,404.10K,37.00%,-5.70%,4,1 to 50 Employees,1996,$100 to $500 million (USD),100,100
2202,EURN [NYSE],Belgium,Oil & Gas Midstream,1.82B,-1,1.54M,-132.40%,141.10%,4.3,1001 to 5000 Employees,1991,$500 million to $1 billion (USD),80,100
2206,EVA [NYSE],USA,Lumber & Wood Production,1.92B,-1,81.67K,-601.20%,75.40%,2.8,1001 to 5000 Employees,1996,$500 million to $1 billion (USD),35,69
2207,EVAX [NASD],Denmark,Biotechnology,128.70M,-1,96.43K,848.96%,70.20%,5,1 to 50 Employees,1996,$100 to $500 million (USD),100,100
2208,EVBG [NASD],USA,Software - Application,4.75B,-1,533.78K,500.20%,118.80%,4.5,501 to 1000 Employees,2002,$100 to $500 million (USD),92,95
2210,EVC [NYSE],USA,Broadcasting,417.96M,12.06,412.63K,80.00%,8.82%,3.4,1001 to 5000 Employees,1989,$100 to $500 million (USD),74,63
2211,EVER [NASD],USA,Internet Content & Information,985.47M,14.24,226.48K,-48.30%,96.20%,3.6,201 to 500 Employees,2011,$100 to $500 million (USD),58,100
2213,EVFM [NASD],USA,Biotechnology,95.04M,-1,11.72M,-6.50%,40.70%,4.1,51 to 200 Employees,1996,$100 to $500 million (USD),82,91
2215,EVGN [NASD],Israel,Biotechnology,149.50M,-1,590.39K,-18.00%,60.50%,3,51 to 200 Employees,1996,$100 to $500 million (USD),33,100
2216,EVH [NYSE],USA,Health Information Services,1.70B,-1,513.71K,-8.50%,108.70%,3.5,1001 to 5000 Employees,2011,$25 to $50 million (USD),65,93
2219,EVLO [NASD],USA,Biotechnology,861.65M,-1,194.01K,11.10%,1.80%,3.1,51 to 200 Employees,1996,Less than $1 million (USD),100,100
2225,EVOL [NASD],USA,Software - Application,26.02M,-1,584.96K,106.60%,0.00%,3.2,201 to 500 Employees,1985,$25 to $50 million (USD),54,70
2226,EVOP [NASD],USA,Software - Infrastructure,2.09B,-1,260.00K,36.70%,21.49%,3.1,1001 to 5000 Employees,1989,$100 to $500 million (USD),49,51
2228,"EVRG [NYSE, S&P 500]",USA,Utilities - Regulated Electric,14.30B,-1,1.31M,-2.70%,5.61%,3.3,1001 to 5000 Employees,1996,$100 to $500 million (USD),53,82
2229,EVRI [NYSE],USA,Gambling,1.83B,-1,1.20M,-558.90%,16.05%,3.7,1001 to 5000 Employees,2015,$500 million to $1 billion (USD),68,89
2231,EVTC [NYSE],USA,Software - Infrastructure,3.06B,-1,343.28K,1.50%,9.46%,3.6,1001 to 5000 Employees,1988,$100 to $500 million (USD),76,97
2234,"EW [NYSE, S&P 500]",USA,Medical Devices,62.57B,-1,2.60M,848.96%,14.12%,4,10000+ Employees,1958,$2 to $5 billion (USD),77,94
2236,EWBC [NASD],USA,Banks - Diversified,9.33B,20.39,778.77K,-13.90%,502.10%,3.6,1001 to 5000 Employees,1973,$1 to $2 billion (USD),60,82
2258,EXAS [NASD],USA,Diagnostics & Research,21.71B,-1,1.52M,-777.40%,5.10%,4.2,1001 to 5000 Employees,1995,$100 to $500 million (USD),80,96
2259,"EXC [NASD, S&P 500]",USA,Utilities - Diversified,43.35B,-1,5.42M,848.96%,10.61%,4,10000+ Employees,2000,$10+ billion (USD),82,90
2260,"EXPE [NASD, S&P 500]",USA,Travel Services,23.76B,-1,2.46M,848.96%,21744.83%,4,10000+ Employees,1996,$5 to $10 billion (USD),81,91
2261,EXPI [NASD],USA,Real Estate Services,4.98B,25.72,1.59M,369.90%,86.47%,4.8,10000+ Employees,2009,$1 to $2 billion (USD),95,100
2262,EXPO [NASD],USA,Consulting Services,4.45B,149.87,191.47K,1.20%,8.34%,3.6,1001 to 5000 Employees,1967,$100 to $500 million (USD),58,63
2263,EXPR [NYSE],USA,Apparel Retail,285.15M,49.67,11.40M,-178.60%,92.00%,3.5,10000+ Employees,1980,$2 to $5 billion (USD),60,62
2265,EXTN [NYSE],USA,Oil & Gas Equipment & Services,151.85M,45.06,801.18K,16.50%,24.10%,3.7,1001 to 5000 Employees,1954,$100 to $500 million (USD),69,81
2266,EXTR [NASD],USA,Communication Equipment,1.28B,-1,1.24M,-383.00%,34.66%,3.4,1001 to 5000 Employees,1996,$500 million to $1 billion (USD),63,70
2267,EYE [NASD],USA,Specialty Retail,3.87B,-1,684.60K,9.10%,9.58%,4.3,10000+ Employees,1990,$500 million to $1 billion (USD),83,93
2269,EYEN [NASD],USA,Biotechnology,137.28M,35.7,183.71K,36.30%,14.50%,5,1001 to 5000 Employees,1996,$100 to $500 million (USD),100,100
2270,EYES [NASD],USA,Medical Devices,171.34M,-1,6.75M,68.30%,0.00%,3.6,51 to 200 Employees,1996,$1 to $5 million (USD),64,57
2272,EYPT [NASD],USA,Biotechnology,275.33M,-1,183.71K,35.00%,16.20%,3.3,51 to 200 Employees,1996,$100 to $500 million (USD),65,100
2277,EZPW [NASD],USA,Credit Services,348.60M,-1,436.84K,-34.20%,150.00%,3.6,5001 to 10000 Employees,1978,$1 to $2 billion (USD),61,88
2284,FAF [NYSE],USA,Insurance - Specialty,6.69B,-1,702.60K,-1.00%,-8.59%,3.7,10000+ Employees,1889,$5 to $10 billion (USD),76,91
2290,"FANG [NASD, S&P 500]",USA,Oil & Gas E&P,15.55B,-1,2.51M,181.90%,27.66%,3.2,51 to 200 Employees,1996,$500 million to $1 billion (USD),66,99
2293,FARM [NASD],USA,Packaged Foods,199.74M,9.02,280.08K,-49.90%,-77.30%,2.7,1001 to 5000 Employees,1912,$500 million to $1 billion (USD),21,30
2294,FARO [NASD],USA,Scientific & Technical Instruments,1.39B,-1,88.60K,-101.00%,143.20%,2.8,1001 to 5000 Employees,1981,$100 to $500 million (USD),31,42
2296,"FAST [NASD, S&P 500]",USA,Industrial Distribution,29.22B,-1,3.23M,8.40%,10.04%,3.6,10000+ Employees,1967,$5 to $10 billion (USD),70,87
2298,FATE [NASD],USA,Biotechnology,7.43B,120.52,1.04M,-46.20%,-19.60%,4.3,51 to 200 Employees,1996,$1 to $5 million (USD),100,100
2302,"FB [NASD, S&P 500]",USA,Internet Content & Information,938.13B,-1,18.61M,57.00%,15.88%,4.3,10000+ Employees,2004,$10+ billion (USD),87,89
2303,FBC [NYSE],USA,Banks - Regional,2.24B,-1,722.80K,150.00%,-30.08%,3.7,1001 to 5000 Employees,1987,$500 million to $1 billion (USD),76,87
2306,"FBHS [NYSE, S&P 500]",USA,"Furnishings, Fixtures & Appliances",13.27B,3.7,843.90K,29.10%,9.14%,4.3,10000+ Employees,2011,$2 to $5 billion (USD),82,100
2307,FBIO [NASD],USA,Biotechnology,326.23M,7.6,1.76M,11.50%,166.00%,5,51 to 200 Employees,1996,$100 to $500 million (USD),100,100
2308,FBIZ [NASD],USA,Banks - Regional,223.21M,-1,30.18K,-26.30%,-14.61%,4.3,201 to 500 Employees,1990,$50 to $100 million (USD),85,100
2309,FBK [NYSE],USA,Banks - Regional,1.72B,-1,161.38K,14.07%,100.20%,3.9,1 to 50 Employees,1996,Less than $1 million (USD),100,100
2310,FBMS [NASD],USA,Banks - Regional,758.11M,12.9,50.17K,90.20%,30.20%,3.2,201 to 500 Employees,1995,$50 to $100 million (USD),42,69
2311,FBNC [NASD],USA,Banks - Regional,1.17B,13.15,116.57K,80.10%,2.95%,3.4,1001 to 5000 Employees,1910,$5 to $10 billion (USD),44,51
2313,FBP [NYSE],USA,Banks - Regional,2.48B,12.06,2.03M,70.20%,8.97%,3.4,1001 to 5000 Employees,1910,$5 to $10 billion (USD),44,51
2317,FC [NYSE],USA,Consulting Services,442.75M,9.07,55.40K,-826.10%,1309.09%,4.3,501 to 1000 Employees,1983,$100 to $500 million (USD),83,95
2321,FCAP [NASD],USA,Banks - Regional,151.76M,-1,7.53K,-2.00%,0.00%,3.5,201 to 500 Employees,1998,$25 to $50 million (USD),28,100
2324,FCBP [NASD],USA,Banks - Regional,353.40M,-1,72.52K,4.60%,-8.70%,3.9,51 to 200 Employees,2005,$25 to $50 million (USD),58,100
2325,FCCO [NASD],USA,Banks - Regional,151.74M,-1,20.73K,-6.60%,3.13%,4.2,201 to 500 Employees,1994,$25 to $50 million (USD),74,100
2326,FCCY [NASD],USA,Banks - Regional,203.08M,12.2,24.76K,-15.50%,-5.68%,2.6,51 to 200 Employees,1999,$25 to $50 million (USD),36,43
2328,FCEL [NASD],USA,Electrical Equipment & Parts,2.70B,10.33,24.47M,-77.10%,41.40%,2.5,501 to 1000 Employees,1969,$100 to $500 million (USD),36,14
2329,FCF [NYSE],USA,Banks - Regional,1.32B,10.99,404.24K,-29.70%,40.15%,3.5,1001 to 5000 Employees,1982,$100 to $500 million (USD),54,71
2330,FCFS [NASD],USA,Credit Services,3.27B,31.02,188.39K,-32.80%,18.12%,3.1,10000+ Employees,1988,$1 to $2 billion (USD),53,55
2332,FCN [NYSE],USA,Consulting Services,4.69B,-1,324.39K,0.20%,16.30%,4,1001 to 5000 Employees,1982,$2 to $5 billion (USD),78,96
2333,FCNCA [NASD],USA,Banks - Regional,7.81B,-1,55.95K,15.70%,69.70%,3.5,5001 to 10000 Employees,1898,$1 to $2 billion (USD),70,89
2338,FCPT [NYSE],USA,REIT - Hotel & Motel,2.20B,-1,440.29K,2.10%,6.27%,5,1 to 50 Employees,1996,$100 to $500 million (USD),100,100
2343,"FCX [NYSE, S&P 500]",USA,Copper,50.34B,-1,24.53M,344.60%,21.97%,3.8,10000+ Employees,1996,$10+ billion (USD),71,84
2357,FDMT [NASD],USA,Biotechnology,684.31M,-1,142.68K,6.00%,-6.90%,5,51 to 200 Employees,2013,$100 to $500 million (USD),100,100
2360,FDP [NYSE],Cayman Islands,Farm Products,1.53B,19.51,161.12K,-24.90%,5.73%,3.6,10000+ Employees,1996,$2 to $5 billion (USD),60,62
2362,FDS [NYSE],USA,Financial Data & Stock Exchanges,12.17B,-1,233.12K,7.40%,6.39%,3.9,5001 to 10000 Employees,1978,$1 to $2 billion (USD),81,94
2364,FDUS [NASD],USA,Asset Management,408.35M,32.42,130.94K,1.30%,-4.50%,5,1 to 50 Employees,1996,$100 to $500 million (USD),100,100
2367,"FE [NYSE, S&P 500]",USA,Utilities - Diversified,20.13B,-1,3.32M,11.20%,3.83%,3.8,10000+ Employees,1997,$10+ billion (USD),75,72
2370,FEIM [NASD],USA,Communication Equipment,85.75M,-1,21.43K,-289.50%,0.00%,2.6,201 to 500 Employees,1961,$50 to $100 million (USD),45,47
2371,FELE [NASD],USA,Specialty Industrial Machinery,3.56B,-1,182.65K,5.50%,7.99%,3.7,5001 to 10000 Employees,1944,$1 to $2 billion (USD),75,91
2382,FET [NYSE],USA,Oil & Gas Equipment & Services,129.34M,-1,63.96K,83.10%,68.90%,3.6,1001 to 5000 Employees,2005,$500 million to $1 billion (USD),44,46
2385,FEYE [NASD],USA,Software - Infrastructure,4.83B,-1,5.00M,23.20%,13.43%,3.7,1001 to 5000 Employees,2004,$100 to $500 million (USD),71,79
2387,FF [NYSE],USA,Chemicals,416.30M,-1,363.55K,-47.20%,0.00%,2.8,201 to 500 Employees,2005,$100 to $500 million (USD),66,100
2389,FFBC [NASD],USA,Banks - Regional,2.28B,-1,351.08K,14.10%,50.23%,3.8,1001 to 5000 Employees,1863,$100 to $500 million (USD),74,82
2395,FFIC [NASD],USA,Banks - Regional,651.75M,-1,144.81K,-17.70%,-5.92%,3.3,201 to 500 Employees,1996,$100 to $500 million (USD),51,71
2397,"FFIV [NASD, S&P 500]",USA,Software - Infrastructure,11.03B,-1,606.54K,848.96%,13.49%,4,5001 to 10000 Employees,1996,$1 to $2 billion (USD),82,88
2398,FFNW [NASD],USA,Banks - Regional,143.70M,9.27,12.23K,-14.80%,1.20%,2.6,51 to 200 Employees,1924,$1 to $2 billion (USD),30,78
2404,FFWM [NASD],USA,Banks - Regional,990.13M,-1,170.28K,50.10%,12.78%,3.3,201 to 500 Employees,2007,$2 to $5 billion (USD),52,75
2406,FGBI [NASD],USA,Banks - Regional,181.62M,-1,13.19K,42.00%,1.24%,3.8,201 to 500 Employees,1913,$50 to $100 million (USD),80,100
2409,FGEN [NASD],USA,Biotechnology,2.40B,9.55,1.51M,-137.10%,-65.80%,3.7,201 to 500 Employees,1995,$100 to $500 million (USD),75,100
2414,FHB [NASD],USA,Banks - Regional,3.49B,-1,741.49K,848.96%,-2.36%,4,1001 to 5000 Employees,1858,$500 million to $1 billion (USD),79,98
2415,FHI [NYSE],USA,Asset Management,3.18B,-1,863.62K,-20.70%,7.39%,2.8,501 to 1000 Employees,1996,$100 to $500 million (USD),50,100
2417,FHN [NYSE],USA,Banks - Regional,9.22B,-1,5.19M,37.50%,-7.65%,3.5,5001 to 10000 Employees,1864,$1 to $2 billion (USD),55,74
2419,FHTX [NASD],USA,Biotechnology,393.22M,15.52,98.81K,895.36%,2.40%,5,1 to 50 Employees,1996,$100 to $500 million (USD),100,100
2420,FI [NYSE],Netherlands,Oil & Gas Equipment & Services,705.08M,-1,1.23M,33.90%,80.00%,3.9,1001 to 5000 Employees,1938,$500 million to $1 billion (USD),77,87
2421,FIBK [NASD],USA,Banks - Regional,2.58B,-1,166.32K,-10.70%,60.24%,3.5,1001 to 5000 Employees,1972,$100 to $500 million (USD),62,81
2423,FICO [NYSE],USA,Software - Application,14.22B,14.56,172.80K,24.50%,13.37%,3.9,1001 to 5000 Employees,1956,$500 million to $1 billion (USD),77,95
2434,FINV [NYSE],China,Credit Services,2.74B,-1,2.13M,-13.50%,13.97%,3.6,1001 to 5000 Employees,1996,$100 to $500 million (USD),69,100
2436,"FIS [NYSE, S&P 500]",USA,Information Technology Services,89.02B,-1,2.65M,-61.90%,15.50%,3.8,10000+ Employees,1968,$5 to $10 billion (USD),76,89
2437,FISI [NASD],USA,Banks - Regional,468.52M,-1,51.68K,14.10%,15.20%,5,501 to 1000 Employees,1931,$100 to $500 million (USD),100,100
2439,"FISV [NASD, S&P 500]",USA,Information Technology Services,71.26B,7.27,4.51M,-18.00%,17.87%,3.3,10000+ Employees,1984,$5 to $10 billion (USD),57,67
2440,"FITB [NASD, S&P 500]",USA,Banks - Regional,25.87B,13.58,5.42M,-45.10%,16.40%,3.8,10000+ Employees,1989,$5 to $10 billion (USD),71,84
2444,FIVE [NASD],USA,Specialty Retail,10.09B,-1,699.68K,-29.40%,16.99%,3.2,5001 to 10000 Employees,2002,$1 to $2 billion (USD),51,73
2446,FIVN [NASD],USA,Software - Infrastructure,12.26B,-1,674.22K,771.25%,29.17%,4.8,1001 to 5000 Employees,2001,$100 to $500 million (USD),96,99
2448,FIX [NYSE],USA,Engineering & Construction,2.78B,46.06,187.07K,32.70%,6.22%,3.7,5001 to 10000 Employees,1996,$1 to $2 billion (USD),74,92
2450,FIXX [NASD],USA,Biotechnology,394.86M,-1,734.96K,771.25%,-31.20%,4,51 to 200 Employees,1996,$100 to $500 million (USD),66,100
2451,FIZZ [NASD],USA,Beverages - Non-Alcoholic,4.22B,-1,506.72K,-7.50%,2.24%,2.4,1001 to 5000 Employees,1985,$500 million to $1 billion (USD),28,48
2456,FKWL [NASD],USA,Communication Equipment,103.08M,-1,57.78K,-547.10%,-67.88%,1.4,51 to 200 Employees,1996,$25 to $50 million (USD),0,0
2457,FL [NYSE],USA,Footwear & Accessories,5.79B,-1,1.39M,-32.00%,4.25%,3.7,10000+ Employees,1974,$5 to $10 billion (USD),71,79
2468,FLDM [NASD],USA,Diagnostics & Research,440.08M,-1,1.24M,24.10%,38.00%,3.9,501 to 1000 Employees,1999,$100 to $500 million (USD),75,62
2471,FLEX [NASD],Singapore,Electronic Components,8.27B,-1,3.97M,604.80%,8.60%,3.8,10000+ Employees,1969,$10+ billion (USD),76,89
2476,FLGT [NASD],USA,Diagnostics & Research,2.45B,-1,1.03M,38.10%,-72.15%,3.5,51 to 200 Employees,1996,$100 to $500 million (USD),69,66
2480,FLIC [NASD],USA,Banks - Regional,490.18M,11.35,77.32K,3.00%,1.49%,4.1,201 to 500 Employees,1984,$100 to $500 million (USD),85,100
2485,FLL [NASD],USA,Resorts & Casinos,331.85M,-1,483.91K,102.50%,205.66%,3,1001 to 5000 Employees,1987,$100 to $500 million (USD),41,70
2489,FLMN [NASD],USA,Oil & Gas E&P,416.63M,-1,298.85K,771.25%,40.49%,5,1 to 50 Employees,1996,$100 to $500 million (USD),100,100
2493,FLNT [NASD],USA,Advertising Agencies,217.83M,-1,728.85K,226.10%,200.00%,3.6,51 to 200 Employees,2010,$100 to $500 million (USD),56,84
2494,FLO [NYSE],USA,Packaged Foods,5.02B,95.07,1.08M,-7.60%,5.06%,3.1,10000+ Employees,1919,$2 to $5 billion (USD),51,65
2496,FLOW [NYSE],USA,Specialty Industrial Machinery,2.54B,-1,135.46K,-22.00%,15.56%,3.3,5001 to 10000 Employees,2015,$2 to $5 billion (USD),62,70
2500,FLR [NYSE],USA,Engineering & Construction,2.41B,-1,2.69M,80.80%,117.24%,4.7,10000+ Employees,1996,$100 to $500 million (USD),100,100
2505,"FLT [NYSE, S&P 500]",USA,Information Technology Services,21.63B,-1,468.38K,-18.30%,16.91%,3.7,5001 to 10000 Employees,2000,$2 to $5 billion (USD),76,77
2508,FLUX [NASD],USA,Electrical Equipment & Parts,139.92M,-1,139.49K,1.50%,18.80%,3.6,51 to 200 Employees,2009,$5 to $10 million (USD),63,100
2511,FLXN [NASD],USA,Drug Manufacturers - Specialty & Generic,455.07M,17.79,940.38K,35.80%,59.60%,3.9,201 to 500 Employees,2007,$100 to $500 million (USD),74,88
2512,FLXS [NASD],USA,"Furnishings, Fixtures & Appliances",299.66M,-1,50.24K,18.90%,0.00%,4.1,501 to 1000 Employees,1893,$100 to $500 million (USD),74,88
2513,FLY [NYSE],Ireland,Rental & Leasing Services,515.96M,-1,544.85K,-131.00%,104.53%,2.7,1 to 50 Employees,2007,$50 to $100 million (USD),29,71
2514,FLYW [NASD],USA,Information Technology Services,3.22B,-1,956.94K,44.80%,0.00%,4.8,201 to 500 Employees,2011,$100 to $500 million (USD),96,97
2518,FMAO [NASD],USA,Banks - Regional,244.92M,-1,21.98K,8.90%,15.45%,3,501 to 1000 Employees,1996,$100 to $500 million (USD),51,66
2523,FMBH [NASD],USA,Banks - Regional,688.27M,-1,39.45K,-5.90%,27.13%,3.7,501 to 1000 Employees,1865,$2 to $5 billion (USD),81,91
2524,FMBI [NASD],USA,Banks - Regional,2.27B,-1,763.75K,14.10%,14.10%,3.6,1001 to 5000 Employees,1940,$500 million to $1 billion (USD),66,83
2525,"FMC [NYSE, S&P 500]",USA,Agricultural Inputs,14.34B,-1,730.63K,8.40%,13.37%,3.9,5001 to 10000 Employees,1883,$2 to $5 billion (USD),65,91
2531,FMNB [NASD],USA,Banks - Regional,473.01M,-1,68.67K,14.40%,-13.59%,4,201 to 500 Employees,1887,$25 to $50 million (USD),100,100
2533,FMS [NYSE],Germany,Medical Care Facilities,24.32B,11.7,246.73K,2.50%,18.20%,3.5,10000+ Employees,1996,$10+ billion (USD),64,73
2534,FMTX [NASD],USA,Biotechnology,1.51B,-1,429.21K,771.25%,50.10%,4.4,51 to 200 Employees,2008,$10 to $25 million (USD),91,100
2537,FN [NYSE],Cayman Islands,Electronic Components,3.36B,12.28,156.66K,-6.80%,10.63%,3.4,5001 to 10000 Employees,1996,$500 million to $1 billion (USD),60,74
2538,FNB [NYSE],USA,Banks - Regional,3.74B,-1,1.99M,-27.10%,40.30%,3.4,1001 to 5000 Employees,1864,$500 million to $1 billion (USD),66,79
2545,FNHC [NASD],USA,Insurance - Property & Casualty,69.28M,-1,143.19K,58.90%,123.40%,3.4,201 to 500 Employees,1996,$100 to $500 million (USD),58,86
2548,FNKO [NASD],USA,Leisure,1.05B,-1,2.58M,-68.90%,16.98%,2.5,1 to 50 Employees,1996,$500 million to $1 billion (USD),33,28
2551,FNV [NYSE],Canada,Gold,27.74B,-1,560.22K,14.90%,6.50%,4.2,1 to 50 Employees,1996,$500 million to $1 billion (USD),100,100
2552,FNWB [NASD],USA,Banks - Regional,181.33M,84.96,28.18K,-21.30%,0.00%,2.9,1001 to 5000 Employees,1896,$100 to $500 million (USD),45,54
2555,FOA [NYSE],USA,Credit Services,495.71M,-1,622.23K,-531.00%,26.55%,2.8,51 to 200 Employees,1996,$100 to $500 million (USD),52,100
2556,FOCS [NASD],USA,Capital Markets,3.85B,-1,523.73K,308.90%,10.69%,4,201 to 500 Employees,2006,$100 to $500 million (USD),79,100
2557,FOE [NYSE],USA,Specialty Chemicals,1.77B,-1,1.07M,-14.30%,7.26%,3.2,5001 to 10000 Employees,1919,$1 to $2 billion (USD),66,51
2559,FOLD [NASD],USA,Biotechnology,2.66B,-1,2.70M,27.90%,38.40%,3.3,51 to 200 Employees,2005,$1 to $5 million (USD),48,80
2560,FONR [NASD],USA,Medical Devices,114.24M,12.48,34.54K,-46.80%,0.00%,3.5,201 to 500 Employees,1978,$50 to $100 million (USD),100,100
2561,FOR [NYSE],USA,Real Estate - Development,1.04B,-1,119.31K,60.90%,24.41%,3.4,51 to 200 Employees,1996,$100 to $500 million (USD),48,42
2563,FORD [NASD],USA,Footwear & Accessories,28.98M,8.52,445.37K,-51.00%,0.00%,2,1 to 50 Employees,1996,$25 to $50 million (USD),0,100
2566,FORM [NASD],USA,Semiconductors,2.63B,1500,496.44K,95.20%,17.99%,3.6,1001 to 5000 Employees,1993,$100 to $500 million (USD),63,85
