,share_name_index,company_name,contry,Industry,Market_Cap,P_E,Avg_Volume,EPS_this_Y,EPS_next_Y,rating,rating_count,Headquarters,Global_Company_Size,Founded,Revenue,Recommend_to_friend,Approve_of_CEO
1921,EBMT [NASD],"Eagle Bancorp Montana, Inc.",USA,Banks - Regional,161.09M,-,22.00K,84.10%,-3.83%,-1,-1,-1,-1,-1,-1,-1,-1
1922,EBND [NYSE],SPDR Bloomberg Barclays Emerging Markets Local Bond ETF,USA,Exchange Traded Fund,-,7.18,284.00K,-,-,4,,"London, United Kingdom",10000+ Employees,1690,$10+ billion (USD),80,88
1923,EBON [NASD],Ebang International Holdings Inc.,China,Computer Hardware,509.51M,9.19,14.93M,-,-,-1,,"Hangzhou, China",Unknown,null,Unknown / Non-Applicable,-1,-1
1924,EBR [NYSE],Centrais Eletricas Brasileiras S.A.,Brazil,Utilities - Regulated Electric,14.12B,-,1.05M,-19.20%,-,4.2,,"Rio de Janeiro, Brazil",10000+ Employees,null,$10+ billion (USD),91,-1
1925,EBR-B [NYSE],Centrais Eletricas Brasileiras S.A.,Brazil,Utilities - Regulated Electric,14.01B,-,32.68K,-19.20%,-,4.2,,"Rio de Janeiro, Brazil",10000+ Employees,null,$10+ billion (USD),91,-1
1926,EBS [NYSE],Emergent BioSolutions Inc.,USA,Drug Manufacturers - Specialty & Generic,3.35B,-,830.26K,445.20%,-37.22%,3.3,,"Gaithersburg, MD",1001 to 5000 Employees,1998,$1 to $2 billion (USD),61,78
1927,EBSB [NASD],"Meridian Bancorp, Inc.",USA,Banks - Regional,1.08B,-,359.28K,-0.80%,-3.33%,3.5,,"Malvern, PA",51 to 200 Employees,null,$50 to $100 million (USD),54,-1
1928,EBTC [NASD],"Enterprise Bancorp, Inc.",USA,Banks - Regional,407.32M,12.02,14.40K,-8.70%,-,4.2,,"Lowell, MA",201 to 500 Employees,1988,$50 to $100 million (USD),97,100
1929,EC [NYSE],Ecopetrol S.A.,Colombia,Oil & Gas Integrated,26.46B,-,1.01M,-87.30%,1.65%,4.3,,"Bogotá, Colombia",5001 to 10000 Employees,null,$10+ billion (USD),85,99
1930,ECOR [NASD],"electroCore, Inc.",USA,Medical Instruments & Supplies,78.78M,-,670.27K,60.80%,19.00%,2.5,,"Basking Ridge, NJ",1 to 50 Employees,null,$1 to $5 million (USD),27,-1
1931,ECPG [NASD],"Encore Capital Group, Inc.",USA,Mortgage Finance,1.46B,-,268.80K,25.30%,-7.20%,3.7,,"San Diego, CA",5001 to 10000 Employees,1953,$1 to $2 billion (USD),66,80
1932,"ED [NYSE, S&P 500]","Consolidated Edison, Inc.",USA,Utilities - Regulated Electric,25.47B,4.75,2.07M,-19.50%,6.27%,3.9,,"New York, NY",10000+ Employees,1997,$10+ billion (USD),84,88
1933,EDAP [NASD],EDAP TMS S.A.,France,Medical Devices,193.39M,5.63,267.06K,-214.50%,60.56%,5,,"Vaulx-en-Velin, France",1 to 50 Employees,null,$25 to $50 million (USD),-1,-1
1934,EDC [NYSE],Direxion Daily MSCI Emerging Markets Bull 3X Shares,USA,Exchange Traded Fund,-,22,97.42K,-,-,-1,-1,-1,-1,-1,-1,-1,-1
1935,EDD [NYSE],"Morgan Stanley Emerging Markets Domestic Debt Fund, Inc.",USA,Closed-End Fund - Debt,407.13M,16.45,181.55K,-,-,-1,-1,-1,-1,-1,-1,-1,-1
1936,EDEN [AMEX],iShares MSCI Denmark ETF,USA,Exchange Traded Fund,-,467.14,17.89K,-,-,4.1,,"New York, NY",10000+ Employees,1988,$10+ billion (USD),83,96
1937,EDF [NYSE],Stone Harbor Emerging Markets Income Fund,USA,Asset Management,140.91M,28.68,94.67K,-,-,3.7,,"Moscow, Russia",201 to 500 Employees,null,$1 to $2 billion (USD),100,-1
1938,EDI [NYSE],Stone Harbor Emerging Markets Total Income Fund,USA,Closed-End Fund - Debt,88.61M,-,37.13K,-,-,4,,"London, United Kingdom",10000+ Employees,1690,$10+ billion (USD),80,88
1939,EDIT [NASD],"Editas Medicine, Inc.",USA,Biotechnology,2.40B,-,1.33M,26.00%,-3.70%,2.7,,"Cambridge, MA",201 to 500 Employees,2013,$50 to $100 million (USD),32,0
1940,EDIV [NYSE],SPDR S&P Emerging Markets Dividend ETF,USA,Exchange Traded Fund,-,-,36.48K,-,-,-1,-1,-1,-1,-1,-1,-1,-1
1941,EDN [NYSE],Empresa Distribuidora y Comercializadora Norte SA ADR,Argentina,Utilities - Regulated Electric,187.50M,-,44.83K,-207.10%,147.56%,-1,-1,-1,-1,-1,-1,-1,-1
1942,EDOC [NASD],Global X Telemedicine & Digital Health ETF,USA,Exchange Traded Fund,-,-,204.72K,-,-,-1,-1,-1,-1,-1,-1,-1,-1
1943,EDOG [NYSE],ALPS Emerging Sector Dividend Dogs ETF,USA,Exchange Traded Fund,-,2.37,6.23K,-,-,-1,-1,-1,-1,-1,-1,-1,-1
1944,EDOW [NYSE],First Trust Dow 30 Equal Weight ETF,USA,Exchange Traded Fund,-,-,38.17K,-,-,-1,-1,-1,-1,-1,-1,-1,-1
1945,EDR [NYSE],"Endeavor Group Holdings, Inc.",USA,Entertainment,11.67B,-,1.94M,-19.30%,152.02%,3.5,,"Beverly Hills, CA",Unknown,1898,Unknown / Non-Applicable,57,72
1946,EDRY [NASD],EuroDry Ltd.,Greece,Marine Shipping,67.75M,-,79.68K,-284.50%,40.12%,-1,-1,-1,-1,-1,-1,-1,-1
1947,EDSA [NASD],"Edesa Biotech, Inc.",Canada,Biotechnology,73.66M,-,196.08K,-34.10%,-16.80%,-1,-1,-1,-1,-1,-1,-1,-1
1948,EDTK [NASD],Skillful Craftsman Education Technology Limited,China,Education & Training Services,26.84M,-,462.53K,15.00%,-,-1,,"Huishan, China",Unknown,null,Unknown / Non-Applicable,-1,-1
1949,EDTXU [NASD],EdtechX Holdings Acquisition Corp. II,United Kingdom,Shell Companies,115.81M,-,34.88K,-,-,-1,-1,-1,-1,-1,-1,-1,-1
1950,EDU [NYSE],New Oriental Education & Technology Group Inc.,China,Education & Training Services,13.27B,31.63,27.75M,73.10%,51.03%,3.9,,"Beijing, China",10000+ Employees,1993,$50 to $100 million (USD),62,97
1951,EDUC [NASD],Educational Development Corporation,USA,Publishing,111.77M,17.21,26.69K,120.90%,-,3.1,,"Tulsa, OK",201 to 500 Employees,1965,$100 to $500 million (USD),54,52
1952,EDUT [NASD],Global X Education ETF,USA,Exchange Traded Fund,-,8.9,11.47K,-,-,-1,-1,-1,-1,-1,-1,-1,-1
1953,EDV [NYSE],Vanguard Extended Duration Treasury Index Fund ETF Shares,USA,Exchange Traded Fund,-,-,283.36K,-,-,-1,-1,-1,-1,-1,-1,-1,-1
1954,EDZ [NYSE],Direxion Daily MSCI Emerging Markets Bear 3X Shares,USA,Exchange Traded Fund,-,-,230.12K,-,-,-1,-1,-1,-1,-1,-1,-1,-1
1955,EEA [NYSE],"The European Equity Fund, Inc.",USA,Closed-End Fund - Foreign,83.00M,-,9.10K,-,-,-1,-1,-1,-1,-1,-1,-1,-1
1956,EEFT [NASD],"Euronet Worldwide, Inc.",USA,Software - Infrastructure,7.51B,-,346.53K,-101.10%,70.23%,3.6,,"Leawood, KS",5001 to 10000 Employees,1994,$1 to $2 billion (USD),63,95
1957,EEIQ [NASD],Elite Education Group International Limited,USA,Education & Training Services,40.83M,-,1.45M,-,-,-1,,"Middletown, OH",Unknown,null,Unknown / Non-Applicable,-1,-1
1958,EELV [NYSE],Invesco S&P Emerging Markets Low Volatility ETF,USA,Exchange Traded Fund,-,-,70.87K,-,-,4,,"London, United Kingdom",10000+ Employees,1690,$10+ billion (USD),80,88
1959,EEM [NYSE],iShares MSCI Emerging Markets ETF,USA,Exchange Traded Fund,-,-,38.23M,-,-,4.1,,"New York, NY",10000+ Employees,1988,$10+ billion (USD),83,96
1960,EEMA [NASD],iShares MSCI Emerging Markets Asia ETF,USA,Exchange Traded Fund,-,-,90.26K,-,-,4.1,,"New York, NY",10000+ Employees,1988,$10+ billion (USD),83,96
1961,EEMD [NYSE],AAM S&P Emerging Markets High Dividend Value ETF,USA,Exchange Traded Fund,-,-,1.93K,-,-,4,,"London, United Kingdom",10000+ Employees,1690,$10+ billion (USD),80,88
1962,EEMO [NYSE],Invesco S&P Emerging Markets Momentum ETF,USA,Exchange Traded Fund,-,-,2.66K,-,-,4,,"London, United Kingdom",10000+ Employees,1690,$10+ billion (USD),80,88
1963,EEMS [NYSE],iShares MSCI Emerging Markets Small-Cap ETF,USA,Exchange Traded Fund,-,-,39.16K,-,-,4.1,,"New York, NY",10000+ Employees,1988,$10+ billion (USD),83,96
1964,EEMV [AMEX],iShares MSCI Emerging Markets Min Vol Factor ETF,USA,Exchange Traded Fund,-,-,246.15K,-,-,4.1,,"New York, NY",10000+ Employees,1988,$10+ billion (USD),83,96
1965,EEMX [NYSE],SPDR MSCI Emerging Markets Fossil Fuel Free ETF,USA,Exchange Traded Fund,-,-,9.53K,-,-,-1,-1,-1,-1,-1,-1,-1,-1
1966,EES [NYSE],WisdomTree U.S. SmallCap Earnings Fund,USA,Exchange Traded Fund,-,-,68.20K,-,-,-1,-1,-1,-1,-1,-1,-1,-1
1967,EET [NYSE],ProShares Ultra MSCI Emerging Markets,USA,Exchange Traded Fund,-,-,14.67K,-,-,4,,"London, United Kingdom",10000+ Employees,1690,$10+ billion (USD),80,88
1968,EEV [NYSE],ProShares UltraShort MSCI Emerging Markets,USA,Exchange Traded Fund,-,-,9.50K,-,-,4,,"London, United Kingdom",10000+ Employees,1690,$10+ billion (USD),80,88
1969,EEX [NYSE],"Emerald Holding, Inc.",USA,Advertising Agencies,363.37M,-,163.54K,28.60%,-1.39%,3.6,,"San Juan Capistrano, CA",201 to 500 Employees,2013,$1 to $5 million (USD),68,100
1970,EFA [NYSE],iShares MSCI EAFE ETF,USA,Exchange Traded Fund,-,-,20.29M,-,-,4.1,,"New York, NY",10000+ Employees,1988,$10+ billion (USD),83,96
1971,EFAD [AMEX],ProShares MSCI EAFE Dividend Growers ETF,USA,Exchange Traded Fund,-,-,5.92K,-,-,-1,-1,-1,-1,-1,-1,-1,-1
1972,EFAS [NASD],Global X MSCI SuperDividend EAFE ETF,USA,Exchange Traded Fund,-,-,5.81K,-,-,-1,-1,-1,-1,-1,-1,-1,-1
1973,EFAV [AMEX],iShares MSCI EAFE Min Vol Factor ETF,USA,Exchange Traded Fund,-,-,732.83K,-,-,-1,-1,-1,-1,-1,-1,-1,-1
1974,EFAX [NYSE],SPDR MSCI EAFE Fossil Fuel Free ETF,USA,Exchange Traded Fund,-,-,11.71K,-,-,-1,-1,-1,-1,-1,-1,-1,-1
1975,EFC [NYSE],Ellington Financial Inc.,USA,Mortgage Finance,825.63M,-,765.76K,-77.30%,5.24%,-1,,"Old Greenwich, CT",51 to 200 Employees,null,$50 to $100 million (USD),-1,-1
1976,EFF [NYSE],Eaton Vance Floating-Rate Income Plus Fund,USA,Asset Management,124.21M,-,34.96K,-,-,-1,-1,-1,-1,-1,-1,-1,-1
1977,EFG [AMEX],iShares MSCI EAFE Growth ETF,USA,Exchange Traded Fund,-,-,595.20K,-,-,4.1,,"New York, NY",10000+ Employees,1988,$10+ billion (USD),83,96
1978,EFNL [AMEX],iShares MSCI Finland ETF,USA,Exchange Traded Fund,-,-,8.39K,-,-,4.1,,"New York, NY",10000+ Employees,1988,$10+ billion (USD),83,96
1979,EFO [NYSE],ProShares Ultra MSCI EAFE,USA,Exchange Traded Fund,-,-,4.00K,-,-,-1,-1,-1,-1,-1,-1,-1,-1
1980,EFOI [NASD],"Energy Focus, Inc.",USA,"Furnishings, Fixtures & Appliances",15.54M,-,1.07M,38.90%,-,2.6,,"Solon, OH",1 to 50 Employees,1985,$10 to $25 million (USD),40,81
1981,EFR [NYSE],Eaton Vance Senior Floating-Rate Trust,USA,Closed-End Fund - Debt,521.77M,-,118.23K,-,-,-1,-1,-1,-1,-1,-1,-1,-1
1982,EFSC [NASD],Enterprise Financial Services Corp,USA,Banks - Regional,1.43B,-,154.77K,-22.30%,1.53%,4.3,,"Saint Louis, MO",501 to 1000 Employees,1994,$5 to $10 billion (USD),85,89
1983,EFT [NYSE],Eaton Vance Floating-Rate Income Trust,USA,Closed-End Fund - Debt,572.04M,-,112.45K,-,-,-1,-1,-1,-1,-1,-1,-1,-1
1984,EFV [AMEX],iShares MSCI EAFE Value ETF,USA,Exchange Traded Fund,-,14.42,3.09M,-,-,-1,-1,-1,-1,-1,-1,-1,-1
1985,"EFX [NYSE, S&P 500]",Equifax Inc.,USA,Consulting Services,28.09B,11.2,704.32K,228.40%,19.19%,3.6,,"Atlanta, GA",10000+ Employees,1899,$2 to $5 billion (USD),67,85
1986,EFZ [NYSE],ProShares Short MSCI EAFE,USA,Exchange Traded Fund,-,64.93,10.55K,-,-,-1,-1,-1,-1,-1,-1,-1,-1
1987,EGAN [NASD],eGain Corporation,USA,Software - Application,339.94M,-,202.81K,64.30%,-9.86%,3.5,,"Sunnyvale, CA",501 to 1000 Employees,1997,$50 to $100 million (USD),62,77
1988,EGBN [NASD],"Eagle Bancorp, Inc.",USA,Banks - Regional,1.71B,-,136.38K,-2.20%,-6.38%,3.7,,"Bethesda, MD",201 to 500 Employees,1998,$5 to $10 billion (USD),65,75
1989,EGF [NYSE],"BlackRock Enhanced Government Fund, Inc.",USA,Closed-End Fund - Debt,54.42M,-,8.13K,-,-,-1,-1,-1,-1,-1,-1,-1,-1
1990,EGHT [NYSE],"8x8, Inc.",USA,Software - Application,2.76B,-,1.34M,9.10%,266.67%,4.3,,"Campbell, CA",1001 to 5000 Employees,1987,$100 to $500 million (USD),86,100
1991,EGLE [NASD],Eagle Bulk Shipping Inc.,USA,Marine Shipping,601.83M,140.32,163.40K,-59.80%,6.71%,3.4,,"Stamford, CT",51 to 200 Employees,2005,$50 to $100 million (USD),43,100
1992,EGLX [NASD],Enthusiast Gaming Holdings Inc.,Canada,Electronic Gaming & Multimedia,626.92M,-,548.47K,-,-,2.8,,"Toronto, Canada",1 to 50 Employees,2014,Unknown / Non-Applicable,24,41
1993,EGO [NYSE],Eldorado Gold Corporation,Canada,Gold,1.87B,5.98,1.60M,19.60%,30.53%,4.6,,"Vancouver, Canada",1001 to 5000 Employees,null,$100 to $500 million (USD),83,100
1994,EGP [NYSE],"EastGroup Properties, Inc.",USA,REIT - Industrial,6.65B,-,169.82K,-14.90%,7.60%,4.7,,"Jackson, MS",51 to 200 Employees,null,$100 to $500 million (USD),100,100
1995,EGPT [NYSE],VanEck Vectors Egypt Index ETF,USA,Exchange Traded Fund,-,-,22.84K,-,-,3.2,,"San Francisco, CA",1 to 50 Employees,2001,Unknown / Non-Applicable,54,100
1996,EGRX [NASD],"Eagle Pharmaceuticals, Inc.",USA,Drug Manufacturers - Specialty & Generic,564.43M,15.28,110.54K,-14.00%,26.97%,4.9,,"Woodcliff Lake, NJ",51 to 200 Employees,null,$100 to $500 million (USD),100,100
1997,EGY [NYSE],"VAALCO Energy, Inc.",USA,Oil & Gas E&P,176.25M,12.22,283.28K,450.00%,52.27%,3.1,,"Houston, TX",51 to 200 Employees,null,$50 to $100 million (USD),47,-1
1998,EH [NASD],EHang Holdings Limited,China,Aerospace & Defense,1.97B,57.66,2.60M,-15.50%,1210.00%,1.3,,"Guangzhou, China",51 to 200 Employees,null,Unknown / Non-Applicable,6,-1
1999,EHC [NYSE],Encompass Health Corporation,USA,Medical Care Facilities,7.87B,56.47,584.80K,-21.20%,6.90%,3.5,,"Birmingham, AL",10000+ Employees,1984,$2 to $5 billion (USD),63,82
2000,EHI [NYSE],Western Asset Global High Income Fund Inc.,USA,Closed-End Fund - Debt,237.19M,9.23,30.33K,-,-,-1,-1,-1,-1,-1,-1,-1,-1
2001,EHT [NYSE],Eaton Vance 2021 Target Term Trust,USA,Asset Management,211.00M,-,58.28K,-,-,-1,-1,-1,-1,-1,-1,-1,-1
2002,EHTH [NASD],"eHealth, Inc.",USA,Insurance Brokers,1.58B,-,416.52K,-38.30%,33.87%,3.7,,"Santa Clara, CA",1001 to 5000 Employees,1997,$100 to $500 million (USD),61,72
2003,EIDO [NYSE],iShares MSCI Indonesia ETF,USA,Exchange Traded Fund,-,-,533.33K,-,-,4.1,,"New York, NY",10000+ Employees,1988,$10+ billion (USD),83,96
2004,EIG [NYSE],"Employers Holdings, Inc.",USA,Insurance - Specialty,1.16B,48.69,183.71K,-17.80%,-0.61%,4.6,,"Reno, NV",501 to 1000 Employees,1913,$500 million to $1 billion (USD),89,-1
2005,EIGR [NASD],"Eiger BioPharmaceuticals, Inc.",USA,Biotechnology,280.81M,15.89,178.16K,25.00%,-101.10%,-1,,"Palo Alto, CA",1 to 50 Employees,null,$1 to $5 million (USD),-1,-1
2006,EIM [NYSE],Eaton Vance Municipal Bond Fund,USA,Asset Management,985.76M,-,122.79K,-,-,-1,-1,-1,-1,-1,-1,-1,-1
2007,EINC [NYSE],VanEck Vectors Energy Income ETF,USA,Exchange Traded Fund,-,-,6.86K,-,-,-1,-1,-1,-1,-1,-1,-1,-1
2008,EIRL [NYSE],iShares MSCI Ireland ETF,USA,Exchange Traded Fund,-,6.83,5.77K,-,-,3.4,,"Beauchamp, France",1001 to 5000 Employees,null,$100 to $500 million (USD),79,70
2009,EIS [NYSE],iShares MSCI Israel ETF,USA,Exchange Traded Fund,-,19.44,15.27K,-,-,4.1,,"New York, NY",10000+ Employees,1988,$10+ billion (USD),83,96
2010,"EIX [NYSE, S&P 500]",Edison International,USA,Utilities - Regulated Electric,20.91B,25.85,1.90M,-47.50%,4.29%,3.3,,"Rosemead, CA",10000+ Employees,1987,$10+ billion (USD),56,100
2011,EJAN [NYSE],Innovator MSCI EM Power Buffer ETF January,USA,Exchange Traded Fund,-,11.78,26.63K,-,-,4.5,,"Vienna, VA",1 to 50 Employees,2001,$5 to $10 million (USD),90,100
2012,EJFAU [NASD],EJF Acquisition Corp.,USA,Shell Companies,-,-,41.48K,-,-,-1,,"Arlington, VA",Unknown,null,Unknown / Non-Applicable,-1,-1
2013,EJUL [NYSE],Innovator MSCI EM Power Buffer ETF - July,USA,Exchange Traded Fund,-,-,3.35K,-,-,-1,-1,-1,-1,-1,-1,-1,-1
2014,EKAR [NYSE],Capital Link NextGen Vehicles & Technology ETF,USA,Exchange Traded Fund,-,-,2.28K,-,-,-1,-1,-1,-1,-1,-1,-1,-1
2015,EKSO [NASD],"Ekso Bionics Holdings, Inc.",USA,Medical Instruments & Supplies,68.11M,-,327.63K,12.70%,-6.90%,3.8,,"Richmond, CA",51 to 200 Employees,2005,$5 to $10 million (USD),62,0
2016,"EL [NYSE, S&P 500]",The Estee Lauder Companies Inc.,USA,Household & Personal Products,106.57B,-,1.27M,-61.40%,15.81%,4,,"New York, NY",10000+ Employees,1946,$10+ billion (USD),79,94
2017,ELA [AMEX],Envela Corporation,USA,Specialty Retail,126.98M,-,76.51K,129.60%,28.12%,-1,-1,-1,-1,-1,-1,-1,-1
2018,ELAN [NYSE],Elanco Animal Health Incorporated,USA,Drug Manufacturers - Specialty & Generic,16.35B,-,4.00M,-792.00%,29.55%,3.8,,"Greenfield, IN",5001 to 10000 Employees,1954,$2 to $5 billion (USD),71,84
2019,ELD [NYSE],WisdomTree Emerging Markets Local Debt Fund,USA,Exchange Traded Fund,-,-,26.95K,-,-,-1,-1,-1,-1,-1,-1,-1,-1
2020,ELDN [NASD],"Eledon Pharmaceuticals, Inc.",USA,Biotechnology,111.25M,-,55.96K,35.60%,40.80%,-1,-1,-1,-1,-1,-1,-1,-1
2021,ELF [NYSE],"e.l.f. Beauty, Inc.",USA,Household & Personal Products,1.39B,-,507.71K,-65.90%,18.15%,3.9,,"New York, NY",1001 to 5000 Employees,1996,$10 to $25 million (USD),82,71
2022,ELLO [AMEX],Ellomay Capital Ltd.,Israel,Utilities - Renewable,376.62M,228.92,5.55K,-134.50%,-,-1,-1,-1,-1,-1,-1,-1,-1
2023,ELMD [AMEX],"Electromed, Inc.",USA,Medical Devices,98.24M,34.6,60.56K,105.50%,55.56%,2.9,,"New Prague, MN",51 to 200 Employees,1995,$25 to $50 million (USD),52,-1
2024,ELOX [NASD],"Eloxx Pharmaceuticals, Inc.",USA,Biotechnology,174.49M,-,1.59M,35.50%,5.20%,3.4,,"Waltham, MA",1 to 50 Employees,null,Unknown / Non-Applicable,45,100
2025,ELP [NYSE],Companhia Paranaense de Energia - COPEL,Brazil,Utilities - Diversified,3.25B,-,1.88M,82.50%,-,3.7,,"Curitiba, Brazil",5001 to 10000 Employees,null,$2 to $5 billion (USD),68,38
2026,ELS [NYSE],"Equity LifeStyle Properties, Inc.",USA,REIT - Residential,13.78B,30.41,843.48K,-18.50%,12.15%,3.6,,"Chicago, IL",1001 to 5000 Employees,1969,$500 million to $1 billion (USD),64,87
2027,ELSE [NASD],"Electro-Sensors, Inc.",USA,Scientific & Technical Instruments,16.28M,26.43,177.54K,-166.40%,-,-1,,"Hopkins, MN",1 to 50 Employees,null,$5 to $10 million (USD),-1,-1
2028,ELTK [NASD],Eltek Ltd.,Israel,Electronic Components,35.31M,-,105.12K,20.70%,-,-1,,"Petah Tikva, Israel",201 to 500 Employees,null,$25 to $50 million (USD),-1,-1
2029,ELVT [NYSE],"Elevate Credit, Inc.",USA,Credit Services,139.83M,-,457.88K,46.70%,80.13%,4,,"Fort Worth, TX",501 to 1000 Employees,2014,$100 to $500 million (USD),79,87
2030,ELY [NYSE],Callaway Golf Company,USA,Leisure,6.04B,61.66,2.46M,-263.40%,212.50%,3.8,,"Carlsbad, CA",1001 to 5000 Employees,1982,$1 to $2 billion (USD),65,81
2031,ELYS [NASD],"Elys Game Technology, Corp.",Canada,Gambling,95.94M,98.28,566.08K,22.00%,218.20%,-1,-1,-1,-1,-1,-1,-1,-1
2032,EM [NASD],Smart Share Global Limited,China,Personal Services,1.52B,-,571.92K,-,68.73%,4,,"Shanghai, China",Unknown,null,Unknown / Non-Applicable,50,-1
2033,EMAN [AMEX],eMagin Corporation,USA,Semiconductor Equipment & Materials,274.85M,33.46,1.71M,-112.10%,58.80%,3.7,,"Bellevue, 061",51 to 200 Employees,null,$10 to $25 million (USD),100,-1
2034,EMB [NASD],iShares J.P. Morgan USD Emerging Markets Bond ETF,USA,Exchange Traded Fund,-,-,3.69M,-,-,4,,"London, United Kingdom",10000+ Employees,1690,$10+ billion (USD),80,88
2035,EMBD [NYSE],Global X Emerging Markets Bond ETF,USA,Exchange Traded Fund,-,2.34,10.27K,-,-,4,,"London, United Kingdom",10000+ Employees,1690,$10+ billion (USD),80,88
2036,EMCB [NASD],WisdomTree Emerging Markets Corporate Bond Fund,USA,Exchange Traded Fund,-,-,6.18K,-,-,-1,-1,-1,-1,-1,-1,-1,-1
2037,EMCF [NASD],Emclaire Financial Corp,USA,Banks - Regional,80.48M,-,5.71K,-15.80%,-,-1,,"Emlenton, PA",51 to 200 Employees,1989,$25 to $50 million (USD),-1,-1
2038,EMD [NYSE],Western Asset Emerging Markets Debt Fund Inc.,USA,Closed-End Fund - Debt,846.19M,-,152.63K,-,-,4,,"London, United Kingdom",10000+ Employees,1690,$10+ billion (USD),80,88
2039,EMDV [AMEX],ProShares MSCI Emerging Markets Dividend Growers ETF,USA,Exchange Traded Fund,-,-,1.70K,-,-,-1,-1,-1,-1,-1,-1,-1,-1
2040,EME [NYSE],"EMCOR Group, Inc.",USA,Engineering & Construction,6.36B,46.09,266.65K,-58.30%,7.10%,3.5,,"Norwalk, CT",10000+ Employees,null,$5 to $10 billion (USD),53,73
2041,EMF [NYSE],Templeton Emerging Markets Fund,USA,Closed-End Fund - Foreign,315.40M,16.56,23.83K,-,-,4,,"London, United Kingdom",10000+ Employees,1690,$10+ billion (USD),80,88
2042,EMFM [NYSE],Global X Next Emerging & Frontier ETF,USA,Exchange Traded Fund,-,7.53,4.60K,-,-,-1,-1,-1,-1,-1,-1,-1,-1
2043,EMGF [AMEX],iShares MSCI Emerging Markets Multifactor ETF,USA,Exchange Traded Fund,-,-,59.57K,-,-,4.1,,"New York, NY",10000+ Employees,1988,$10+ billion (USD),83,96
2044,EMHY [AMEX],iShares J.P. Morgan EM High Yield Bond ETF,USA,Exchange Traded Fund,-,-,82.44K,-,-,-1,-1,-1,-1,-1,-1,-1,-1
2045,EMIF [NASD],iShares Emerging Markets Infrastructure ETF,USA,Exchange Traded Fund,-,-,3.15K,-,-,3.4,,"Beauchamp, France",1001 to 5000 Employees,null,$100 to $500 million (USD),79,70
2046,EMKR [NASD],EMCORE Corporation,USA,Semiconductors,360.96M,-,528.66K,81.30%,19.22%,2.8,,"Alhambra, CA",501 to 1000 Employees,1984,$50 to $100 million (USD),38,43
2047,EML [NASD],The Eastern Company,USA,Tools & Accessories,193.69M,-,20.67K,-59.20%,-,-1,,"Naugatuck, CT",501 to 1000 Employees,1912,$100 to $500 million (USD),-1,-1
2048,EMLC [NYSE],VanEck Vectors J.P. Morgan EM Local Currency Bond ETF,USA,Exchange Traded Fund,-,-,1.63M,-,-,-1,-1,-1,-1,-1,-1,-1,-1
2049,EMLP [NYSE],First Trust North American Energy Infrastructure Fund,USA,Exchange Traded Fund,-,-,336.61K,-,-,-1,-1,-1,-1,-1,-1,-1,-1
2050,"EMN [NYSE, S&P 500]",Eastman Chemical Company,USA,Chemicals,15.54B,31.66,814.86K,-36.10%,5.79%,3.9,,"Kingsport, TN",10000+ Employees,1920,$5 to $10 billion (USD),78,75
2051,EMNT [NYSE],PIMCO Enhanced Short Maturity Active ESG ETF,USA,Exchange Traded Fund,-,12.52,11.31K,-,-,-1,-1,-1,-1,-1,-1,-1,-1
2052,EMO [NYSE],ClearBridge Energy Midstream Opportunity Fund Inc,USA,Closed-End Fund - Equity,311.50M,-,60.68K,-,-,-1,-1,-1,-1,-1,-1,-1,-1
2053,EMQQ [NYSE],EMQQ The Emerging Markets Internet & Ecommerce ETF,USA,Exchange Traded Fund,-,-,233.04K,-,-,-1,-1,-1,-1,-1,-1,-1,-1
2054,"EMR [NYSE, S&P 500]",Emerson Electric Co.,USA,Specialty Industrial Machinery,55.65B,-,2.78M,-12.80%,11.18%,3.7,,"Saint Louis, MO",10000+ Employees,1890,$10+ billion (USD),74,93
2055,EMSG [NYSE],Xtrackers MSCI Emerging Markets ESG Leaders Equity ETF,USA,Exchange Traded Fund,-,-,2.08K,-,-,-1,-1,-1,-1,-1,-1,-1,-1
2056,EMTL [AMEX],SPDR DoubleLine Emerging Markets Fixed Income ETF,USA,Exchange Traded Fund,-,-,29.06K,-,-,3.7,,"Moscow, Russia",201 to 500 Employees,null,$1 to $2 billion (USD),100,-1
2057,EMTY [NYSE],ProShares Decline of the Retail Store ETF,USA,Exchange Traded Fund,-,-,5.49K,-,-,4,,"Bellevue, WA",10000+ Employees,2001,$10+ billion (USD),79,90
2058,EMX [AMEX],EMX Royalty Corporation,Canada,Other Industrial Metals & Mining,247.34M,26.08,155.30K,-,-,-1,-1,-1,-1,-1,-1,-1,-1
2059,EMXC [NASD],iShares MSCI Emerging Markets ex China ETF,USA,Exchange Traded Fund,-,21.09,140.78K,-,-,4.1,,"New York, NY",10000+ Employees,1988,$10+ billion (USD),83,96
2060,ENB [NYSE],Enbridge Inc.,Canada,Oil & Gas Midstream,80.33B,15.34,4.22M,-44.00%,14.46%,3.9,,"Calgary, Canada",10000+ Employees,1949,$10+ billion (USD),78,76
2061,ENBL [NYSE],"Enable Midstream Partners, LP",USA,Oil & Gas Midstream,3.85B,15.63,1.04M,-85.60%,-20.65%,4.1,,"Oklahoma City, OK",201 to 500 Employees,null,$10 to $25 million (USD),84,68
